date,content
04/08/2020,"('mask', 46)
('people', 37)
('positive', 37)
('cases', 36)
('#covid19', 31)
('india', 29)
('@narendramodi', 26)
('health', 23)
('@pmoindia', 22)
('sir', 22)
('help', 21)
('@amitshah', 21)
('ram', 19)
('day', 19)
('quarantine', 18)
('active', 17)
('#covid_19', 16)
('social', 16)
('wear', 16)
('good', 16)
"
05/08/2020,"('cases', 64)
('positive', 43)
('mask', 38)
('people', 35)
('quarantine', 35)
('today', 30)
('sir', 27)
('health', 26)
('day', 25)
('#covid19', 24)
('help', 23)
('total', 19)
('reported', 18)
('pandemic', 17)
('hospital', 17)
('save', 17)
('social', 17)
('tested', 17)
('patient', 16)
(':', 16)
"
06/08/2020,"('cases', 70)
('mask', 56)
('positive', 35)
('#covid19', 34)
('help', 32)
('india', 31)
('cases,', 26)
('health', 26)
('sir', 26)
('reported', 21)
('total', 21)
('people', 21)
('#covid__19', 20)
('today', 19)
('active', 19)
('@pmoindia', 19)
('quarantine', 18)
('@news18mp', 17)
('hospital', 17)
('patients', 17)
"
07/08/2020,"('vaccine', 60)
('positive', 50)
('cases', 49)
('$3', 39)
('serum', 38)
('doses', 38)
('institute', 37)
('india', 36)
('pledges', 34)
('sell', 34)
('100m', 34)
('people', 34)
('#covid19', 31)
('request', 31)
('warning', 30)
('crash', 30)
('service', 27)
('air', 27)
('operation', 26)
('land', 26)
"
08/08/2020,"('positive', 45)
('cases', 43)
('mask', 37)
('people', 28)
('hospital', 25)
('india', 23)
('minister', 22)
('tested', 21)
(':-', 21)
('@laughter_turn', 21)
('interesting', 21)
('memes.', 21)
('#instagram', 21)
('health', 20)
('help', 20)
('\ninstagram\nfacebook', 20)
('#facebook', 20)
('sir', 20)
('#covid_19', 19)
('well', 18)
"
09/08/2020,"('cases', 56)
('sir', 39)
('people', 37)
('mask', 37)
('positive', 34)
('help', 34)
('#covid19', 32)
('health', 28)
('quarantine', 26)
('days', 22)
('day', 20)
('govt', 20)
('fight', 19)
('good', 18)
('#covid_19', 18)
('students', 18)
('wearing', 17)
('hospital', 17)
('family', 17)
('public', 16)
"
10/08/2020,"('cases', 67)
('positive', 48)
('mask', 45)
('people', 43)
('health', 35)
('good', 27)
('tested', 26)
('#covid19', 25)
('president', 25)
('active', 25)
('sir', 24)
('total', 23)
('india', 21)
('delhi', 21)
('@narendramodi', 20)
('@pmoindia', 20)
('support', 18)
('recovery', 18)
('wear', 17)
('reported', 17)
"
11/08/2020,"('vaccine', 87)
('russia', 43)
('mask', 37)
('cases', 35)
('#covid19', 31)
('india', 28)
('russian', 27)
('positive', 27)
('stay', 21)
('good', 20)
('day', 19)
('health', 18)
('testing', 18)
('great', 17)
('test', 17)
('vaccine,', 17)
('sir', 17)
('patients', 17)
('people', 16)
('today', 16)
"
12/08/2020,"('vaccine', 63)
('cases', 57)
('mask', 34)
('positive', 33)
('people', 28)
('#covid19', 25)
('test', 24)
('india', 22)
('health', 21)
('today', 21)
('cases,', 19)
('sir', 19)
('days', 19)
('total', 18)
('reported', 17)
('active', 17)
(':', 17)
('help', 17)
('deaths', 16)
('govt', 16)
"
13/08/2020,"('cases', 44)
('#covid19', 38)
('positive', 36)
('reported', 36)
('mask', 35)
('people', 35)
('+ve', 28)
('action', 25)
('health', 23)
(':', 23)
('#covid_19', 22)
('cases,', 22)
('day', 22)
('head', 21)
('rfsl', 20)
('berhampur', 20)
('staff', 20)
('active', 19)
('sir', 19)
('total', 18)
"
14/08/2020,"('mask', 52)
('independence', 50)
('#covid_19', 43)
('day', 39)
('cases', 33)
('people', 33)
('india', 30)
('happy', 23)
('positive', 22)
('health', 21)
('vaccine', 21)
('👍', 21)
('life', 20)
('#covid19', 18)
('..', 18)
('face', 17)
('tested', 17)
('hope', 16)
('sir', 15)
('exam', 15)
"
15/08/2020,"('mask', 61)
('independence', 58)
('cases', 58)
('day', 52)
('positive', 36)
('people', 31)
('health', 27)
('india', 26)
('total', 25)
('#covid19', 24)
('vaccine', 23)
('cases,', 23)
('wear', 22)
('sir', 22)
('reported', 22)
('students', 21)
('quarantine', 21)
('active', 20)
('happy', 19)
('today', 19)
"
16/08/2020,"('cases', 73)
('positive', 45)
('people', 33)
('mask', 32)
('#covid19', 32)
('india', 32)
('chetan', 32)
('chauhan', 28)
('day', 26)
('cricketer', 26)
('deaths', 26)
('minister', 25)
('positive.', 24)
('total', 23)
('exam', 22)
('active', 22)
('plasma', 22)
('health', 21)
('testing', 20)
('cases,', 20)
"
17/08/2020,"('cases', 39)
('mask', 36)
('people', 31)
('positive', 29)
('india', 28)
('day', 27)
('help', 25)
('#covid19', 25)
('government', 22)
('life', 21)
('sir', 21)
('human', 20)
('service', 19)
('today', 18)
('exam', 18)
('good', 17)
('vaccine', 17)
('health', 17)
('public', 17)
('number', 16)
"
18/08/2020,"('cases', 51)
('mask', 44)
('#covid19', 36)
('day', 33)
('people', 32)
('positive', 28)
('today.', 27)
('cases,', 26)
('@myogiadityanath', 24)
('total', 23)
('health', 23)
('including', 21)
('active', 21)
('today', 20)
('@pmoindia', 20)
('deaths', 20)
('reported', 20)
('@narendramodi', 19)
('vaccine', 18)
('officials', 17)
"
19/08/2020,"('cases', 44)
('mask', 38)
('india', 35)
('quarantine', 35)
('help', 31)
('#covid_19', 29)
('people', 26)
('hospital', 23)
('situation', 22)
('#covid19', 21)
('active', 20)
('positive', 20)
('govt', 20)
('good', 20)
('total', 19)
('cbi', 19)
('sir', 19)
('🙏', 19)
('patient', 18)
('cases,', 17)
"
20/08/2020,"('mask', 38)
('cases', 35)
('india', 31)
('people', 31)
('help', 30)
('sir', 29)
('students', 24)
('quarantine', 22)
('positive', 22)
('vaccine', 22)
('#covid_19', 21)
('government', 21)
('health', 20)
('exams', 19)
('hospital', 18)
('situation', 15)
('2', 15)
('life', 13)
('cbi', 13)
('tested', 13)
"
21/08/2020,"('cases', 55)
('exams', 39)
('students', 38)
('sir', 36)
('people', 33)
('india', 32)
('mask', 28)
('learned', 26)
('exam', 25)
('quarantine,', 24)
('neet', 23)
('quarantine', 23)
('positive', 22)
('#covid19', 22)
('jee', 21)
('help', 20)
('life', 18)
('health', 18)
('situation', 17)
('govt', 17)
"
22/08/2020,"('cases', 69)
('mask', 39)
('@ashokgehlot51', 37)
('@zeerajasthan_', 35)
('leave', 34)
('exam', 32)
('rain,', 30)
('earthquake', 30)
('cyclone,\n#khakhi', 30)
('alone.\n#raj_police_3600gp\n@sachinpilot', 30)
('@mlacbsaakya', 30)
('@cpjoshibjp', 30)
('#covid19', 28)
('positive', 28)
('students', 27)
('india', 27)
('total', 26)
('people', 25)
('face', 23)
('exams', 22)
"
23/08/2020,"('cases', 55)
('mask', 52)
('students', 48)
('exam', 35)
('exams', 28)
('people', 28)
('govt', 25)
('health', 25)
('vaccine', 23)
('sir', 21)
('india', 21)
('leader', 20)
('#covid19', 19)
('day', 19)
('positive', 18)
('government', 18)
('today', 17)
('total', 17)
('active', 17)
('reported', 16)
"
24/08/2020,"('students', 42)
('cases', 39)
('mask', 37)
('positive', 33)
('sir', 33)
('people', 29)
('exam', 27)
('quarantine', 23)
('#covid19', 22)
('help', 21)
('exams', 20)
('face', 20)
('india', 19)
('vaccine', 18)
('safe', 17)
('neet', 17)
('government', 17)
('@swamy39', 16)
('test', 16)
('wear', 16)
"
25/08/2020,"('cases', 48)
('mask', 42)
('exam', 39)
('positive', 39)
('india', 37)
('exams', 36)
('students', 33)
('tested', 31)
('sir', 27)
('pandemic', 26)
('people', 26)
('help', 24)
('@pmoindia', 24)
('@narendramodi', 23)
('reported', 23)
('health', 21)
('total', 20)
('quarantine', 20)
('govt', 19)
('government', 18)
"
26/08/2020,"('cases', 59)
('mask', 41)
('exam', 39)
('students', 36)
('help', 35)
('sir', 34)
('positive', 33)
('exams', 32)
('govt', 28)
('@narendramodi', 25)
('india', 24)
('today', 24)
('#covid19', 23)
('people', 22)
('hospital', 22)
('neet', 21)
('total', 20)
('jee', 18)
('postpone', 18)
('@pmoindia', 18)
"
27/08/2020,"('cases', 57)
('help', 48)
('mask', 46)
('students', 32)
('people', 30)
('positive', 30)
('quarantine', 28)
('sir', 27)
('exam', 26)
('india', 24)
('day', 22)
('today', 21)
('bhi', 19)
('friends', 18)
('well', 18)
('pay', 18)
('money', 18)
('deaths', 18)
('days', 18)
('exams', 18)
"
28/08/2020,"('positive', 46)
('cases', 44)
('people', 39)
('mask', 36)
('sir', 33)
('students', 25)
('exam', 24)
('quarantine', 24)
('day', 23)
('india', 23)
('#covid19', 21)
('tested', 20)
('situation', 20)
('help', 20)
('vasanthakumar', 19)
('team', 19)
('health', 18)
('govt', 18)
('wearing', 17)
('money', 17)
"
29/08/2020,"('cases', 61)
('people', 40)
('mask', 38)
('india', 34)
('positive', 32)
('students', 30)
('help', 24)
('#covid19', 23)
('31st', 22)
('sir', 21)
('pandemic', 20)
('cases,', 20)
('@pmoindia', 20)
('aug', 20)
('wth', 20)
('government', 18)
('day', 18)
('health', 17)
('@narendramodi', 16)
('deaths', 16)
"
30/08/2020,"('cases', 55)
('mask', 52)
('students', 45)
('people', 38)
('positive', 30)
('health', 26)
('govt', 26)
('student', 26)
('india', 25)
('exam', 24)
('help', 23)
('sir', 23)
('day', 20)
('quarantine', 19)
('namo', 18)
('social', 17)
('wear', 17)
('minister', 17)
('lakhs', 17)
('bad', 17)
"
31/08/2020,"('positive', 57)
('people', 43)
('gdp', 39)
('india', 39)
('cases', 37)
('president', 35)
('help', 33)
('sir', 33)
('mask', 33)
('surgery', 31)
('pranab', 30)
('mukherjee', 28)
('#covid19', 26)
('bharat', 26)
('india,', 25)
('economy', 25)
('5', 24)
('ratna', 24)
('passes', 24)
('hospitalized', 24)
"
01/09/2020,"('cases', 43)
('mask', 39)
('pay', 39)
('people', 35)
('india', 29)
('positive', 29)
('hospital', 28)
('day', 28)
('2', 28)
('health', 27)
('months', 24)
('govt', 22)
('#covid19', 22)
('cases,', 22)
('days', 21)
('month', 20)
('help', 20)
('active', 18)
('total', 18)
('21', 18)
"
02/09/2020,"('cases', 54)
('positive', 36)
('mask', 35)
('people', 33)
('2', 31)
('india', 27)
('quarantine', 22)
('#covid__19', 21)
('#covid19', 20)
('gdp', 19)
('govt', 19)
('help', 18)
('safe', 17)
('months', 17)
('pandemic', 17)
('health', 17)
('reduce', 17)
('mortality', 17)
('tested', 17)
('cases,', 17)
"
03/09/2020,"('cases', 56)
('mask', 48)
('#covid_19', 46)
('positive', 30)
('people', 29)
('india', 28)
('@narendramodi', 25)
('wear', 22)
('day', 21)
('2', 20)
('sir', 20)
('today', 19)
('test', 19)
('vaccine', 17)
('government', 17)
('tested', 17)
('health', 17)
('students', 17)
('life', 17)
('govt', 16)
"
04/09/2020,"('cases', 55)
('students', 48)
('mask', 39)
('people', 38)
('#covid_19', 31)
('help', 24)
('sir', 23)
('positive', 21)
('@pmoindia', 21)
('case', 21)
('canceled', 21)
('2', 19)
('life', 19)
('india', 18)
('4', 18)
('vaccine', 18)
('health', 18)
('pandemic', 17)
('best', 16)
('suffering', 16)
"
05/09/2020,"('cases', 58)
('mask', 53)
('india', 44)
('people', 41)
('pandemic', 28)
('positive', 27)
('help', 25)
('police', 24)
('sir', 23)
(':', 22)
('wearing', 20)
('day', 20)
('#covid19', 19)
('2', 16)
('number', 16)
('hospital', 16)
('govt', 15)
('@pmoindia', 15)
('cases,', 15)
('health', 15)
"
06/09/2020,"('cases', 105)
('daily', 53)
('india', 50)
('hay', 48)
('pay', 46)
('positive', 46)
('day', 35)
('people', 35)
('hospital', 35)
('2', 33)
('#covid19', 32)
('mask', 30)
('lockdown', 30)
('!!', 26)
('rapidly', 25)
('quarantine', 24)
('months', 24)
('spiking', 24)
('01lakh/day.', 24)
('admn?', 24)
"
07/09/2020,"('cases', 67)
('mask', 50)
('india', 41)
('pay', 36)
('day', 31)
('positive', 30)
('people', 30)
('#covid19', 29)
('hospital', 28)
('2', 27)
('months', 20)
('help', 20)
('government', 20)
('action', 19)
('govt', 19)
('deaths', 18)
('pandemic', 17)
('quarantine', 17)
('month', 16)
('received', 16)
"
08/09/2020,"('cases', 56)
('people', 39)
('mask', 36)
('india', 26)
('#covid19', 22)
('positive', 21)
('open', 18)
('quarantine', 18)
('day', 18)
('2', 18)
('government', 17)
('wear', 17)
('good', 16)
('lockdown', 16)
('health', 16)
('vaccine', 15)
('economy', 15)
('total', 14)
('news', 14)
('sir', 14)
"
09/09/2020,"('cases', 61)
('people', 52)
('vaccine', 35)
('mask', 34)
('news', 33)
('india', 32)
('quarantine', 25)
('day', 24)
('govt', 21)
('#covid19', 21)
('positive', 21)
('sir', 20)
('@narendramodi', 20)
('pandemic', 19)
('china', 19)
('showing', 19)
('case', 19)
('days', 18)
('government', 18)
('lockdown', 18)
"
10/09/2020,"('cases', 66)
('mask', 45)
('positive', 40)
('people', 38)
('#covid_19', 28)
('help', 25)
('deaths', 24)
('total', 24)
('day', 24)
('#covid19', 23)
('india', 23)
('govt', 21)
('health', 21)
('cases,', 20)
('active', 19)
('quarantine', 18)
('wear', 18)
('sir', 18)
('reported', 17)
('lockdown', 17)
"
11/09/2020,"('cases', 62)
('people', 38)
('mask', 35)
('india', 33)
('positive', 23)
('quarantine', 21)
('#covid19', 20)
(':', 20)
('care', 18)
('govt', 18)
('day', 17)
('hospital', 17)
('help', 16)
('health', 16)
('wear', 14)
('@narendramodi', 14)
('number', 14)
('!', 13)
('today', 13)
('cases,', 13)
"
12/09/2020,"('cases', 46)
('india', 39)
('people', 39)
('mask', 34)
('positive', 28)
('day', 22)
('highest', 21)
('vaccine', 21)
('#covid19', 20)
('simple', 19)
('question', 19)
('issue', 19)
('china,', 19)
('govt', 19)
('ssr,', 18)
('kangana,', 18)
('gdp,', 18)
('rapid', 18)
('political', 17)
('figures', 17)
"
13/09/2020,"('cases', 48)
('mask', 47)
('india', 40)
('people', 32)
('wearing', 25)
('vaccine', 25)
('lockdown', 22)
('sir,', 22)
('save', 21)
('positive', 21)
('#covid19', 20)
('china', 20)
('sept', 19)
('alp', 18)
('training', 18)
('govt', 17)
('social', 17)
('start', 15)
('quarantine', 15)
('today', 15)
"
14/09/2020,"('vaccine', 62)
('cases', 39)
('mask', 38)
('positive', 34)
('ceo', 32)
('people', 27)
('india', 27)
('drug', 26)
('company', 26)
('works', 26)
('#covid_19', 26)
('#covid19', 25)
('@msisodia', 23)
('sir', 23)
(':', 22)
('health', 21)
('october""', 20)
('""pfizer', 17)
('tested', 17)
('care', 17)
"
15/09/2020,"('50', 50)
('@pmoindia', 39)
('#covid_19', 36)
('cases', 36)
('mask', 33)
('people', 27)
('pay', 27)
('govt', 27)
('positive', 26)
('vaccine', 26)
('india', 24)
('100', 23)
('day', 22)
('business', 22)
('jobs,', 21)
('@narendramodi', 20)
('#nojusticenoemi', 20)
('\n#moratorium3forall\ndear', 20)
('vegetables', 20)
('prices', 20)
"
16/09/2020,"('cases', 44)
('sir', 30)
('mask', 27)
('people', 26)
('vaccine', 25)
('positive', 24)
('china', 23)
('#covid19', 19)
('@globaltimesnews', 18)
('india', 18)
('health', 17)
('help', 17)
('good', 16)
('pandemic', 16)
('quarantine', 16)
('@pmoindia', 15)
('days', 15)
('#china', 15)
('day', 15)
('life', 15)
"
17/09/2020,"('lied', 57)
('mask', 54)
('cases', 48)
('people', 39)
('positive', 30)
('india', 26)
('care', 25)
('help', 25)
('day', 24)
('#covid19', 24)
('vaccine', 22)
('govt', 21)
('china', 21)
('health', 21)
('modi', 21)
('quarantine', 20)
('sir', 20)
('social', 20)
('@narendramodi', 20)
('government', 19)
"
18/09/2020,"('mask', 54)
('cases', 46)
('sir', 34)
('people', 33)
('positive', 25)
('government', 23)
('india', 21)
('wearing', 20)
('help', 18)
('day', 18)
('govt', 17)
('spread', 17)
('test', 17)
('pandemic', 17)
('#covid19', 16)
('today', 16)
('total', 15)
('health', 15)
('social', 15)
('@narendramodi', 15)
"
19/09/2020,"('mask', 54)
('cases', 30)
('help', 28)
('people', 26)
('good', 21)
('health', 20)
('india', 19)
('positive', 19)
('#covid19', 18)
('vaccine', 17)
('today', 17)
('high', 17)
('cases,', 15)
('2', 15)
('car', 14)
('sir', 14)
('govt', 14)
('day', 14)
('deaths', 13)
('total', 13)
"
20/09/2020,"('mask', 46)
('sir', 39)
('people', 38)
('health', 32)
('help', 29)
('govt', 25)
('cases', 25)
('#covid19', 24)
('positive', 24)
('days', 23)
('good', 23)
('@pmoindia', 20)
('situation', 20)
('wearing', 19)
('india', 19)
('government', 17)
('@narendramodi', 16)
('2', 16)
('fight', 16)
('pandemic', 16)
"
21/09/2020,"('mask', 49)
('#covid_19', 32)
('people', 30)
('cases', 30)
('positive', 25)
('pay', 23)
('hospital', 22)
('sir', 21)
('india', 21)
('#covid19', 20)
('help', 19)
('govt', 19)
('police', 19)
('health', 19)
('government', 17)
('wear', 16)
('good', 16)
('lockdown', 15)
('wearing', 15)
(':', 15)
"
22/09/2020,"('mask', 51)
('people', 41)
('cases', 33)
('#covid_19', 33)
('#covid19', 28)
('positive', 23)
('days', 19)
('health', 19)
('wearing', 19)
('sir', 19)
('ambulance', 19)
('quarantine', 18)
('india', 18)
('wear', 17)
('govt', 17)
('patients', 16)
('government', 16)
('work', 16)
('vaccine', 15)
('deaths', 15)
"
23/09/2020,"('mask', 47)
('#covid19', 43)
('cases', 42)
('union', 40)
('minister', 40)
('people', 33)
('death', 28)
('@narendramodi', 27)
('vaccine', 26)
('sir', 26)
('good', 26)
('suresh', 25)
('modi', 24)
('railways', 24)
('positive', 24)
('quarantine', 23)
('angadi', 22)
('health', 21)
('pm', 21)
('pandemic', 19)
"
24/09/2020,"('positive', 50)
('mask', 43)
('cases', 41)
('tested', 36)
('people', 34)
('#covid19', 27)
('sir', 22)
('hospital', 18)
('@pmoindia', 17)
('india', 17)
('well', 16)
('situation', 16)
('govt', 16)
('health', 15)
('help', 15)
('today', 15)
('government', 15)
('cm', 15)
('control', 15)
('maharashtra', 15)
"
25/09/2020,"('cases', 44)
('mask', 37)
('positive', 29)
('people', 28)
('government', 24)
('pm', 24)
('global', 23)
('sir', 21)
('help', 20)
('#covid19', 20)
('good', 18)
('family', 17)
('money', 17)
('days', 16)
('vaccine', 16)
('hospital', 16)
('quarantine', 16)
('spread', 16)
('total', 16)
('situation', 15)
"
26/09/2020,"('vaccine', 76)
('@adarpoonawalla', 37)
('cases', 35)
('@pmoindia', 35)
('people', 34)
('mask', 31)
('@mohfw_india', 28)
('positive', 26)
('help', 23)
('govt', 23)
('india', 22)
('today', 20)
('china', 18)
(':', 18)
('suffering', 18)
('test', 18)
('quarantine', 17)
('total', 17)
('#covid19', 17)
('admitted', 16)
"
27/09/2020,"('mask', 53)
('cases', 47)
('vaccine', 44)
('people', 30)
('positive', 28)
('namo', 27)
('help', 23)
('social', 22)
('family', 20)
('producing', 19)
('pm', 19)
('india', 19)
('#covid19', 19)
('ambulance', 17)
('service', 16)
('deaths', 16)
('indian', 16)
('largest', 14)
('total', 14)
('health', 14)
"
28/09/2020,"('mask', 47)
('cases', 45)
('quarantine', 31)
('people', 30)
('health', 27)
('help', 26)
('vaccine', 25)
('positive', 25)
('days', 24)
('#covid19', 22)
('fight', 22)
('namo', 21)
('pm', 19)
('modi', 19)
('pandemic', 18)
('sir', 17)
('social', 17)
('country', 17)
('chief', 16)
('commitment', 16)
"
29/09/2020,"('positive', 44)
('cases', 42)
('mask', 41)
('people', 30)
('#covid19', 29)
('india', 28)
('good', 25)
('president', 23)
('2', 21)
('health', 21)
('cases,', 21)
('test', 20)
('total', 20)
('today', 19)
('tested', 19)
('day', 18)
('vice', 18)
('active', 17)
('deaths', 17)
('hospital', 16)
"
30/09/2020,"('cases', 52)
('mask', 42)
('people', 34)
('#covid19', 32)
('india', 24)
('govt', 24)
('health', 22)
('china', 22)
('total', 21)
('sir', 21)
('active', 20)
('reported', 19)
('vaccine', 18)
('positive', 18)
('test', 17)
('indigenous', 16)
('day', 16)
('cases,', 16)
('@news18cg', 16)
('missile', 15)
"
01/10/2020,"('cases', 50)
('quarantine', 44)
('mask', 40)
('people', 29)
('#covid19', 26)
('india', 20)
('day', 18)
('good', 17)
('social', 17)
('positive', 17)
('days', 16)
('vaccine', 16)
('active', 16)
('help', 16)
('face', 16)
('sir', 15)
('total', 14)
('government', 14)
('news', 13)
('reported', 12)
"
02/10/2020,"('mask', 58)
('trump', 56)
('positive', 41)
('people', 39)
('wearing', 26)
('tested', 25)
('@realdonaldtrump', 23)
('sir', 22)
('president', 21)
('#covid19', 21)
(':', 20)
('good', 20)
('wear', 20)
('donald', 19)
('vaccine', 17)
('pandemic', 17)
('recovery', 16)
('india', 16)
('life', 15)
('well', 15)
"
03/10/2020,"('mask', 58)
('cases', 40)
('people', 36)
('#covid19', 27)
('trump', 25)
('positive', 21)
('wearing', 20)
('total', 20)
('help', 19)
('vaccine', 19)
('recovered', 18)
('wear', 18)
('health', 18)
('tested', 18)
('plasma', 17)
('today', 16)
('active', 16)
('quarantine', 16)
('sir', 16)
('@realdonaldtrump', 16)
"
04/10/2020,"('#covid19', 55)
('positive', 49)
('mask', 47)
('cases', 44)
('people', 33)
('@pmoindia', 24)
('vaccine', 23)
('#donotopenschool', 23)
('cases,', 21)
('total', 21)
('tested', 21)
('help', 21)
('health', 20)
('today', 19)
('active', 19)
('including', 18)
('pandemic', 18)
('@drharshvardhan', 18)
('day', 17)
('@amitshah', 17)
"
05/10/2020,"('mask', 59)
('people', 47)
('positive', 37)
('#covid19', 32)
('quarantine', 31)
('cases', 30)
('government', 21)
('vaccine', 19)
('days', 19)
('test', 18)
('tested', 18)
('wear', 18)
('hepatitis', 16)
('?', 16)
('hospital', 15)
('🦠', 15)
('minuwangoda', 15)
('health', 15)
('apparel', 14)
('factory', 14)
"
06/10/2020,"('mask', 37)
('people', 37)
('cases', 30)
('positive', 26)
('vaccine', 21)
('government', 21)
('#covid_19', 20)
('sir', 19)
('@realdonaldtrump', 19)
('#covid19', 19)
('2', 18)
('quarantine', 18)
('family', 18)
('wear', 17)
('total', 17)
('india', 17)
('hope', 16)
('pandemic', 16)
('help', 16)
('life', 16)
"
07/10/2020,"('mask', 50)
('cases', 45)
('positive', 37)
('#covid19', 26)
('health', 26)
('people', 26)
('#covid_19', 25)
('total', 22)
('active', 22)
('hospital', 22)
('pandemic', 20)
('india', 20)
('cases,', 18)
('test', 18)
('government', 18)
('quarantine', 18)
('wearing', 16)
('wear', 16)
('help', 15)
('reported', 14)
"
08/10/2020,"('pledge', 75)
('fight', 45)
('mask', 41)
('people', 39)
('spread', 37)
('andolan', 35)
('precautions', 35)
('cases', 33)
('pm', 33)
('appropriate', 30)
('prevent', 30)
('@mygovindia', 30)
('‘jan', 29)
('committed', 29)
('responsibility', 28)
('behaviour’', 27)
('namo', 24)
('@narendramodi', 24)
('help', 24)
('positive', 23)
"
09/10/2020,"('mask', 46)
('india', 39)
('pledge', 38)
('cases', 31)
('people', 25)
('shame', 24)
('help', 22)
('customers', 22)
('sbi', 22)
('spread', 21)
('wear', 20)
('pandemic', 20)
('prevent', 19)
('precautions', 18)
('#covid__19', 18)
('andolan', 18)
('appropriate', 18)
('positive', 18)
('#covid19', 17)
('fight', 17)
"
10/10/2020,"('cases', 47)
('pledge', 37)
('mask', 35)
('people', 26)
('health', 25)
('precautions', 25)
('spread', 25)
('#covid19', 22)
('total', 21)
('positive', 20)
('responsibility', 20)
('vaccine', 20)
('prevent', 19)
('active', 18)
('committed', 18)
('india', 17)
('andolan', 17)
('appropriate', 17)
('good', 17)
('@narendramodi', 16)
"
11/10/2020,"('mask', 62)
('people', 42)
('cases', 31)
('quarantine', 29)
('#covid19', 23)
('india', 23)
('total', 22)
('health', 21)
('hospital', 21)
('#covid__19', 20)
('positive', 20)
('days', 18)
('active', 17)
('day', 17)
('stay', 16)
('cases,', 16)
('help', 15)
('good', 15)
('ambulance', 15)
('reported', 14)
"
12/10/2020,"('cases', 49)
('mask', 49)
('#covid19', 38)
('positive', 30)
('pledge', 29)
('quarantine', 28)
('people', 26)
('total', 24)
('health', 20)
('tested', 19)
('andolan', 18)
('appropriate', 18)
('wearing', 18)
('active', 16)
('cases,', 15)
('reported', 15)
('today', 15)
('precautions', 15)
('spread', 15)
('govt', 15)
"
13/10/2020,"('mask', 49)
('positive', 46)
('vaccine', 33)
('tested', 30)
('people', 28)
('cases', 27)
('ronaldo', 26)
('#covid19', 25)
('health', 21)
('cristiano', 20)
('days', 20)
('quarantine', 19)
('india', 18)
('hospital', 17)
('govt', 17)
('well', 16)
('work', 16)
('good', 15)
('pandemic', 15)
('travel', 14)
"
14/10/2020,"('cases', 58)
('mask', 55)
('positive', 43)
('#covid19', 30)
('total', 24)
('people', 23)
('?', 22)
('health', 22)
('cases,', 21)
('india', 20)
('vaccine', 19)
('fight', 17)
('pandemic', 17)
('reported', 17)
('wearing', 17)
('helped', 17)
('recovered', 17)
('today', 17)
('including', 16)
('help', 16)
"
15/10/2020,"('cases', 49)
('mask', 48)
('#covid19', 33)
('people', 29)
('vaccine', 29)
('positive', 25)
('total', 24)
('cases,', 22)
('health', 21)
('spread', 20)
('day', 19)
('#covid__19', 19)
('quarantine', 17)
('pledge', 17)
('active', 16)
('stay', 15)
('help', 15)
('#covid_19', 14)
('country', 14)
('today', 14)
"
16/10/2020,"('mask', 51)
('cases', 45)
('#covid19', 37)
('positive', 36)
('people', 27)
('total', 26)
('health', 24)
('cases,', 22)
('india', 22)
('vaccine', 21)
('reported', 20)
('govt', 19)
('recovered', 18)
('pandemic', 18)
('quarantine', 18)
('pm', 18)
('social', 17)
('food', 17)
('stay', 17)
('active', 16)
"
17/10/2020,"('mask', 46)
('people', 33)
('cases', 33)
('#covid19', 27)
('vaccine', 23)
('positive', 20)
('india', 20)
('good', 20)
('total', 19)
('wear', 18)
('sir', 18)
('pandemic', 17)
('health', 17)
('today', 16)
('day', 15)
('#covid_19', 15)
('cases,', 15)
('quarantine', 14)
('fight', 13)
('patients', 12)
"
18/10/2020,"('mask', 56)
('cases', 46)
('total', 35)
('people', 35)
('health', 29)
('positive', 28)
('#covid19', 25)
('active', 25)
('vaccine', 21)
('namo', 20)
('india', 20)
('cases,', 19)
(':', 18)
('good', 16)
('reported', 16)
('help', 16)
('pandemic', 16)
('government', 15)
('wear', 14)
('pm', 14)
"
19/10/2020,"('cases', 56)
('mask', 44)
('people', 38)
('#covid19', 35)
('active', 33)
('cases,', 30)
('total', 28)
('positive', 27)
('reported', 22)
('including', 22)
('health', 21)
('@news18cg', 21)
('wear', 20)
('today', 19)
('@news18mp', 19)
('2020', 18)
('quarantine', 18)
('rises', 18)
('pandemic', 18)
('day', 17)
"
20/10/2020,"('people', 49)
('pm', 47)
('mask', 46)
('@narendramodi', 40)
('cases', 32)
('vaccine', 27)
('positive', 26)
('india', 25)
('@pmoindia', 24)
('nation', 23)
('modi', 22)
('#covid19', 22)
('wear', 20)
('hospital', 18)
('wearing', 17)
('help', 17)
('kumaran', 16)
('store', 16)
('sealed', 16)
('stay', 16)
"
21/10/2020,"('mask', 61)
('cases', 44)
('people', 42)
('india', 33)
('namo', 30)
('pm', 29)
('#covid19', 23)
('quarantine', 22)
('wear', 21)
('vaccine', 19)
('police', 19)
('safe', 18)
('months', 17)
('help', 16)
('family', 15)
('public', 14)
('wearing', 14)
('pandemic', 14)
('modi', 14)
('china', 14)
"
22/10/2020,"('vaccine', 184)
('free', 108)
('bihar', 49)
('bjp', 48)
('people', 40)
('mask', 32)
('vote', 32)
('?', 31)
('election', 26)
('vaccine.', 21)
('govt', 21)
(':', 19)
('#covid19', 19)
('india', 18)
('health', 17)
('#covid_19', 15)
('vaccines', 14)
('positive', 14)
('country', 14)
('manifesto', 14)
"
